wtp_new,wtp_second,wtp_bio,wtp_recycle,wtp_workers,female,age,people_living,education,income,region,i_clothes_fashion,i_clothes_versatile,i_clothes_need,i_clothes_size,i_clothes_fit,i_clothes_easy,i_clothes_quality,i_clothes_cheap,i_clothes_value,i_clothes_know,i_clothes_prestigious,i_clothes_environment,second_stuff_dummy,bio_item_dummy,second_clothes_dummy,bio_clothes_dummy,second_precovid,second_covid,second_postcovid,bio_postcovid,bioc_covid,bio_precovid,no_second_app,no_second_quality,no_second_shop,no_second_environment,no_second_clean,no_second_size,no_second_fashion,bio_eco,bio_vintage,bio_quality,bio_pollution,bio_peer,no_bio_app,no_bio_expensive,no_bio_shop,no_bio_environment,no_bio_rare,no_bio_style,no_bio_fashion,no_bio_quality,poll_chemical_synt,poll_chemical_nat,poll_dye,poll_water,poll_biodegradable,pro_recycle,pro_label,pro_brown_firms,pro_packaging,pro_pub_transport,pro_pack_reuse,pro_donation,pro_reuse,pro_second_clothes,pro_label_clothes,pro_temp_clothes,pro_quality_clothes,pro_bio1_clothes,pro_bio2_clothes,wtp_cert_quality,wtp_cert_bio,wtp_cert_recycle,wtp_cert_workers,wtp_cert_workers_env,sustainable_sector,sustainable_phases,second_eco,second_vintage,second_quality,second_endlife,second_pollution,second_peer,sustainable_fashion_item1,sustainable_fashion_item2,sustainable_fashion_item3,sustainable_fashion_item4
10,6,12,10,12,Male,28,4,Postsecondary education,0-15000€,Puglia,Moderately,Important,Important,Very important,Very important,Important,Important,Moderately,Important,Not at all,Not at all,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Slightly,Moderately,Slightly,Slightly,Important,Moderately,Moderately,Moderately,Not at all,Very important,Slightly,Not at all,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Often,Rarely,Never,Sometimes,Often,Sometimes,Never,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Pay enough,Pay enough,Little amount,Pay enough,Pay enough,Environment,All items,,,,,,,7,5,8,10
20,10,5,20,25,Male,27,5,Postsecondary education,15000€-30000€,Puglia,Moderately,Important,Important,Important,Important,Moderately,Moderately,Important,Very important,Moderately,Moderately,Moderately,Yes,No,Yes,No,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,,Moderately,Moderately,Important,Important,Moderately,Not at all,Not at all,Slightly,Undecided,Undecided,Undecided,Undecided,Undecided,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,Production,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,7,8,8,8
6,3,6,6,10,Male,27,5,Secondary school,0-15000€,Puglia,Not at all,Very important,Very important,Very important,Very important,Not at all,Very important,Moderately,Very important,Not at all,Not at all,Very important,Yes,Yes,No,Yes,,,,Always,Always,Always,Very important,Important,Slightly,Moderately,Important,Important,Important,Very important,Not at all,Very important,Very important,Not at all,,,,,,,,,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Always,Always,Always,Always,Always,Always,Never,Always,Never,Always,Never,Always,Always,Always,Nothing,Pay enough,Large amount,Large amount,Large amount,Environment,Design,,,,,,,10,1,1,10
30,25,50,48,35,Male,69,5,Postsecondary education,75000€-100000€,Trentino Alto Adige,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Important,Slightly,Important,Moderately,Moderately,Slightly,Slightly,Important,Important,Important,Very important,Important,,,,,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Rarely,Rarely,Never,Always,Rarely,Always,Never,Often,Often,Often,Always,Often,Large amount,Large amount,Large amount,Large amount,Large amount,Environment,Production,,,,,,,3,10,4,10
20,10,25,25,25,Female,25,3,Secondary school,Preferisco non rispondere,Puglia,Not at all,Moderately,Moderately,Very important,Moderately,Not at all,Very important,Moderately,Moderately,Not at all,Not at all,Slightly,No,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Important,Moderately,Slightly,Slightly,Important,Important,Moderately,Slightly,Not at all,Slightly,Important,Not at all,,,,,,,,,Strongly agree,Undecided,Strongly agree,Agree,Strongly agree,Always,Always,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Often,Never,Always,Sometimes,Rarely,Little amount,Pay enough,Pay enough,Pay enough,Large amount,All items,All items,,,,,,,10,10,10,10
6,3,8,8,9,Female,25,4,Postsecondary education,,Puglia,Slightly,Important,Important,Very important,Important,Moderately,Important,Important,Important,Not at all,Not at all,Important,Yes,Yes,No,Yes,,,,Sometimes,Rarely,Sometimes,Moderately,Slightly,Not at all,Moderately,Very important,Moderately,Slightly,Important,Not at all,Important,Important,Not at all,,,,,,,,,Agree,Undecided,Strongly agree,Agree,Disagree,Always,Often,Often,Often,Often,Often,Rarely,Always,Never,Often,Rarely,Often,Sometimes,Sometimes,Little amount,Little amount,Little amount,Pay enough,Pay enough,All items,Production,,,,,,,10,7,7,9
15,7,15,15,15,Male,28,2,Secondary school,0-15000€,Puglia,Moderately,Important,Important,Very important,Moderately,Very important,Very important,Moderately,Important,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Never,Never,Rarely,Moderately,Very important,Very important,Slightly,Moderately,Slightly,Moderately,Slightly,Not at all,Slightly,Slightly,Not at all,,,,,,,,,Undecided,Strongly agree,Undecided,Undecided,Undecided,Always,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Rarely,Large amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,8,10,10,10
5,3,7,5,8,Female,35,3,Postsecondary education,Preferisco non rispondere,Abruzzo,Slightly,Important,Important,Important,Important,Important,Moderately,Important,Important,Not at all,Not at all,Important,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Rarely,,,,,,,,Moderately,Not at all,Moderately,Moderately,Not at all,,,,,,,,,Undecided,Undecided,Agree,Agree,Agree,Often,Sometimes,Sometimes,Often,Sometimes,Often,Never,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Large amount,Large amount,All items,All items,Moderately,Moderately,Moderately,Moderately,Slightly,Not at all,8,8,10,10
3,0,2,2,3,Male,47,4,Postsecondary education,15000€-30000€,Abruzzo,Not at all,Important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all,Not at all,Not at all,No,No,No,No,,,,,,,Moderately,Moderately,Moderately,Slightly,Very important,Moderately,Important,,,,,,Slightly,Moderately,Very important,Slightly,Moderately,Not at all,Slightly,Moderately,Agree,Agree,Agree,Agree,Agree,Always,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,Often,Always,Never,Often,Pay enough,Large amount,Large amount,Large amount,Large amount,Environment,Production,,,,,,,1,3,1,1
5,4,6,6,6,Female,46,4,Postsecondary education,15000€-30000€,Abruzzo,Moderately,Important,Important,Important,Important,Very important,Very important,Important,Important,Moderately,Slightly,Moderately,No,Yes,No,No,,,,,,,Moderately,Moderately,Important,Moderately,Moderately,Slightly,Not at all,,,,,,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Not at all,Moderately,Agree,Undecided,Agree,Agree,Strongly agree,Always,Often,Often,Sometimes,Never,Rarely,Never,Sometimes,Never,Often,Often,Often,Sometimes,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,Production,,,,,,,8,8,8,10
8,1,14,6,14,Female,54,4,Postsecondary education,15000€-30000€,Abruzzo,Slightly,Important,Moderately,Very important,Very important,Important,Important,Moderately,Very important,Slightly,Not at all,Important,Yes,Yes,No,Yes,,,,Often,Sometimes,Often,Very important,Very important,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Slightly,Not at all,,,,,,,,,Agree,Undecided,Undecided,Agree,Agree,Always,Always,Often,Often,Rarely,Sometimes,Never,Sometimes,Never,Often,Always,Always,Always,Often,Nothing,Little amount,Little amount,Pay enough,Pay enough,Economy,Design,,,,,,,6,9,8,9
5,2,5,3,5,Male,65,2,Secondary school,15000€-30000€,Abruzzo,Slightly,Important,Important,Important,Important,Important,Important,Moderately,Important,Moderately,Slightly,Moderately,No,No,No,No,,,,,,,Slightly,Very important,Important,Slightly,Very important,Slightly,Slightly,,,,,,Very important,Important,Important,Slightly,Very important,Not at all,Slightly,Moderately,Agree,Agree,Strongly disagree,Agree,Agree,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Often,Rarely,Rarely,Little amount,Little amount,Nothing,Nothing,Little amount,All items,All items,,,,,,,5,8,8,10
5,3,5,5,5,Male,49,1,Secondary school,30000€-45000€,Abruzzo,Not at all,Important,Important,Very important,Very important,Important,Important,Very important,Very important,Slightly,Not at all,Important,Yes,Yes,Yes,Yes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,,,,,,,,Moderately,Not at all,Moderately,Important,Not at all,,,,,,,,,Undecided,Undecided,Strongly agree,Undecided,Strongly agree,Always,Often,Always,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,Nothing,Nothing,Nothing,Nothing,Nothing,All items,All items,Important,Not at all,Slightly,Slightly,Important,Not at all,7,7,9,10
1,1,1,1,1,Male,35,7,PhD,più di 100000€,Friuli Venezia Giulia,Slightly,Moderately,Important,Important,Very important,Important,Very important,Slightly,Important,Slightly,Slightly,Moderately,Yes,No,No,Yes,,,,Never,Never,Never,Important,Important,Slightly,Slightly,Important,Important,,Not at all,Not at all,Moderately,Moderately,Not at all,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Never,Nothing,Little amount,Nothing,Nothing,Little amount,Environment,Design,,,,,,,2,2,1,4
10,2,15,15,15,Female,48,2,Secondary school,0-15000€,Abruzzo,Slightly,Important,Not at all,Very important,Important,Very important,Important,Important,Important,Not at all,Not at all,Not at all,Yes,Yes,No,Yes,,,,Never,Never,Never,Slightly,Important,Very important,Slightly,Very important,Important,Moderately,Very important,Moderately,Important,Moderately,Not at all,,,,,,,,,Agree,Undecided,Undecided,Strongly agree,Strongly agree,Always,Often,Always,Always,Never,Always,Sometimes,Always,Never,Often,Often,Always,Sometimes,Sometimes,Nothing,Nothing,Nothing,Nothing,Nothing,All items,All items,,,,,,,1,2,2,3
10,3,5,15,15,Female,28,1,Secondary school,Preferisco non rispondere,Puglia,Moderately,Very important,Important,Very important,Very important,Very important,Important,Very important,Very important,Moderately,Moderately,Important,No,Yes,No,No,,,,,,,Slightly,Moderately,Slightly,Important,Moderately,Important,Moderately,,,,,,Moderately,Moderately,Moderately,Moderately,Important,Not at all,Slightly,Important,Agree,Undecided,Agree,Agree,Undecided,Often,Rarely,Often,Often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Nothing,Nothing,Little amount,Nothing,Pay enough,Environment,Production,,,,,,,5,1,6,5
7,3,10,10,10,Female,40,3,Postsecondary education,30000€-45000€,Abruzzo,Slightly,Important,Important,Important,Important,Moderately,Important,Moderately,Important,Not at all,Not at all,Slightly,No,Yes,No,No,,,,,,,Slightly,Important,Moderately,Moderately,Moderately,Not at all,Important,,,,,,Moderately,Moderately,Important,Not at all,Moderately,Not at all,Slightly,Important,Undecided,Disagree,Agree,Agree,Agree,Often,Often,Never,Never,Always,Often,Often,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,Design,,,,,,,2,3,3,3
5,1,7,5,8,Female,18,4,Secondary school,Preferisco non rispondere,Abruzzo,Slightly,Important,Important,Very important,Very important,Important,Moderately,Moderately,Important,Slightly,Slightly,Very important,Yes,Yes,Yes,Yes,Often,Never,Often,Sometimes,Rarely,Sometimes,,,,,,,,Slightly,Slightly,Important,Very important,Not at all,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Sometimes,Often,Never,Always,Always,Never,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,All items,Important,Moderately,Very important,Important,Very important,Slightly,9,10,10,10
20,0,40,30,21,Male,38,5,Postsecondary education,45000€-60000€,Abruzzo,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Yes,Yes,No,No,,,,,,,Important,Moderately,Moderately,Slightly,Moderately,Moderately,Not at all,,,,,,Moderately,Important,Moderately,Not at all,Very important,Not at all,Not at all,Not at all,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Economy,After-sale,,,,,,,2,9,5,6
20,5,20,10,20,Female,52,2,Postsecondary education,15000€-30000€,Abruzzo,Slightly,Moderately,Very important,Important,Important,Important,Very important,Important,Very important,Important,Slightly,Very important,Yes,Yes,No,Yes,,,,Sometimes,Never,Sometimes,Slightly,Moderately,Slightly,Important,Very important,Moderately,Slightly,Slightly,Slightly,Moderately,Important,Not at all,,,,,,,,,Undecided,Agree,Agree,Strongly agree,Strongly agree,Always,Always,Always,Always,Often,Always,Often,Always,Rarely,Often,Often,Often,Often,Always,Pay enough,Pay enough,Pay enough,Large amount,Large amount,All items,All items,,,,,,,9,10,10,10
10,3,12,12,12,Female,22,4,Postsecondary education,Preferisco non rispondere,Abruzzo,Important,Very important,Very important,Very important,Very important,Moderately,Important,Important,Very important,Slightly,Not at all,Moderately,No,No,Yes,No,Rarely,Never,Rarely,,,,,,,,,,,,,,,,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Slightly,Disagree,Agree,Agree,Agree,Agree,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Rarely,Often,Rarely,Rarely,Little amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,Production,Slightly,Moderately,Moderately,Moderately,Slightly,Not at all,8,10,2,10
10,3,20,30,25,Female,48,1,Secondary school,Preferisco non rispondere,Abruzzo,Not at all,Slightly,Important,Important,Important,Important,Important,Moderately,Important,Not at all,Not at all,Slightly,Yes,Yes,Yes,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,,,,,,,Slightly,Slightly,Slightly,Not at all,Not at all,,,,,,,,,Undecided,Undecided,Undecided,Undecided,Undecided,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,All items,Moderately,Moderately,Moderately,Not at all,Not at all,Not at all,10,10,10,10
6,2,8,8,8,Female,52,2,Secondary school,15000€-30000€,Lazio,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Not at all,Moderately,Yes,Yes,No,No,,,,,,,Moderately,Slightly,Moderately,Moderately,Important,Slightly,Moderately,,,,,,Moderately,Important,Moderately,Slightly,Important,Not at all,Slightly,Not at all,Undecided,Disagree,Undecided,Disagree,Undecided,Always,Always,Always,Often,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,Always,Always,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,,,,,,,6,10,1,8
5,2,6,6,6,Female,45,3,Secondary school,15000€-30000€,Lazio,Moderately,Very important,Very important,Very important,Very important,Moderately,Very important,Moderately,Important,Important,Important,Important,Yes,Yes,No,Yes,,,,Sometimes,Never,Sometimes,Moderately,Slightly,Important,Important,Very important,Moderately,Important,Slightly,Slightly,Slightly,Very important,Not at all,,,,,,,,,Agree,Strongly agree,Agree,Agree,Strongly agree,Always,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Little amount,Little amount,Little amount,Little amount,Little amount,All items,All items,,,,,,,3,3,3,3
10,3,10,7,10,Female,56,2,Postsecondary education,Preferisco non rispondere,Abruzzo,Important,Important,Important,Important,Important,Important,Important,Moderately,Important,Slightly,Slightly,Important,No,Yes,No,Yes,,,,Often,Rarely,Often,Slightly,Slightly,Important,Moderately,Moderately,Moderately,Important,Slightly,Slightly,Important,Important,Not at all,,,,,,,,,Agree,Agree,Agree,Agree,Strongly agree,Always,Often,Sometimes,Often,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Often,Often,Often,Sometimes,Little amount,Pay enough,Pay enough,Pay enough,Pay enough,All items,Design,,,,,,,4,3,4,6
15,7,18,18,18,Female,43,2,Postsecondary education,15000€-30000€,Lazio,Moderately,Important,Important,Very important,Very important,Important,Very important,Important,Important,Slightly,Slightly,Important,No,Yes,Yes,Yes,Rarely,Never,Never,Rarely,Never,Sometimes,,,,,,,,Moderately,Slightly,Moderately,Moderately,Not at all,,,,,,,,,Strongly agree,Undecided,Strongly agree,Strongly agree,Agree,Always,Often,Often,Often,Often,Often,Rarely,Sometimes,Rarely,Often,Sometimes,Rarely,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,Production,Slightly,Important,Important,Not at all,Slightly,Not at all,4,6,3,8
5,2,6,4,5,Male,67,3,Postsecondary education,Preferisco non rispondere,Abruzzo,Not at all,Slightly,Slightly,Important,Important,Moderately,Important,Moderately,Important,Moderately,Moderately,Important,No,Yes,No,Yes,,,,Rarely,Never,Rarely,Not at all,Moderately,Slightly,Important,Important,Very important,Moderately,Not at all,Not at all,Not at all,Important,Not at all,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Never,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Never,Often,Never,Rarely,Rarely,Sometimes,Nothing,Little amount,Little amount,Pay enough,Pay enough,Environment,Production,,,,,,,2,3,3,3
5,3,5,5,5,Female,48,4,Postsecondary education,Preferisco non rispondere,Lazio,Moderately,Important,Important,Important,Important,Important,Important,Important,Important,Moderately,Moderately,Very important,No,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Moderately,Slightly,Slightly,Moderately,Moderately,Very important,Very important,Moderately,Slightly,Important,Very important,Not at all,,,,,,,,,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Always,Always,Always,Always,Sometimes,Often,Sometimes,Always,Never,Always,Always,Always,Often,Often,Little amount,Pay enough,Pay enough,Large amount,Large amount,All items,All items,,,,,,,6,7,10,10
3,0,4,3,5,Male,30,8,Postsecondary education,0-15000€,Abruzzo,Not at all,Moderately,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,No,No,No,No,,,,,,,Moderately,Important,Very important,Moderately,Important,Important,Moderately,,,,,,Slightly,Very important,Slightly,Important,Important,Moderately,Moderately,Moderately,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,Environment,Selling,,,,,,,3,3,1,3
